"GEO_ID","NAME","P3_001N","P3_002N","P3_003N","P3_004N","P3_005N","P3_006N","P3_007N","P3_008N","P3_009N","P3_010N","P3_011N","P3_012N","P3_013N","P3_014N","P3_015N","P3_016N","P3_017N","P3_018N","P3_019N","P3_020N","P3_021N","P3_022N","P3_023N","P3_024N","P3_025N","P3_026N","P3_027N","P3_028N","P3_029N","P3_030N","P3_031N","P3_032N","P3_033N","P3_034N","P3_035N","P3_036N","P3_037N","P3_038N","P3_039N","P3_040N","P3_041N","P3_042N","P3_043N","P3_044N","P3_045N","P3_046N","P3_047N","P3_048N","P3_049N","P3_050N","P3_051N","P3_052N","P3_053N","P3_054N","P3_055N","P3_056N","P3_057N","P3_058N","P3_059N","P3_060N","P3_061N","P3_062N","P3_063N","P3_064N","P3_065N","P3_066N","P3_067N","P3_068N","P3_069N","P3_070N","P3_071N",
"7000000US42001000170","FRANKLIN DISTRICT 01, Adams County, Pennsylvania","1910","1856","1775","18","15","15","0","33","54","52","7","19","2","0","23","0","0","0","0","0","0","0","0","1","0","1","0","0","0","0","0","0","0","0","0","1","0","0","0","0","0","0","0","0","0","0","1","0","0","1","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0",
"7000000US42001000180","FRANKLIN DISTRICT 02, Adams County, Pennsylvania","1917","1835","1738","21","13","9","0","54","82","80","9","38","2","0","29","0","0","0","0","0","0","0","2","0","0","1","0","0","0","0","0","0","0","0","0","1","0","0","0","0","0","0","0","0","0","0","1","1","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0",
"7000000US42001000190","FREEDOM Voting District, Adams County, Pennsylvania","702","689","675","9","0","5","0","0","13","13","0","4","2","0","6","0","0","0","0","0","0","0","0","0","1","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0",
"7000000US42001000200","GERMANY Voting District, Adams County, Pennsylvania","2290","2229","2194","12","0","11","0","12","61","57","4","23","3","1","22","2","0","0","1","0","0","0","0","0","1","4","0","0","0","0","0","0","4","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0",
"7000000US42001000210","GETTYSBURG WARD 01 PRECINCT 01, Adams County, Pennsylvania","1854","1753","1482","110","3","49","0","109","101","94","22","19","10","0","39","3","0","0","1","0","0","0","0","0","0","4","1","0","1","0","0","0","1","1","0","0","0","0","0","0","0","0","0","0","0","0","2","0","0","2","0","0","0","0","0","0","0","0","0","0","0","0","1","0","1","0","0","0","0","0","0",
"7000000US42001000230","GETTYSBURG WARD 02, Adams County, Pennsylvania","2993","2910","2346","155","25","166","2","216","83","77","18","25","3","1","19","6","0","0","2","0","0","2","1","0","0","4","0","0","1","2","0","0","0","0","0","0","0","1","0","0","0","0","0","0","0","0","2","0","0","1","1","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0",
"7000000US42001000240","GETTYSBURG WARD 03 PRECINCT 01, Adams County, Pennsylvania","1339","1247","1022","83","9","25","1","107","92","87","9","14","5","0","47","2","0","0","0","0","0","9","0","1","0","3","2","0","0","0","0","0","0","0","1","0","0","0","0","0","0","0","0","0","0","0","1","0","0","0","0","0","0","1","0","0","0","0","0","0","0","0","1","0","1","0","0","0","0","0","0",
"7000000US42001000260","HAMILTON Voting District, Adams County, Pennsylvania","2114","2064","1994","11","3","13","0","43","50","48","2","5","5","0","28","1","0","0","3","0","0","4","0","0","0","2","0","0","1","0","0","0","0","0","1","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0",
"7000000US42001000270","HAMILTONBAN Voting District, Adams County, Pennsylvania","1891","1825","1792","7","6","11","0","9","66","64","1","31","5","0","21","0","0","0","0","0","0","2","4","0","0","2","1","0","0","1","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0",
"7000000US42001000280","HIGHLAND Voting District, Adams County, Pennsylvania","809","781","759","5","4","3","0","10","28","28","0","11","7","0","10","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0",
"7000000US42001000290","HUNTINGTON DISTRICT 01, Adams County, Pennsylvania","1849","1763","1685","5","6","16","0","51","86","80","2","17","8","0","50","0","0","0","0","0","0","0","0","1","2","6","4","0","0","0","0","0","0","0","1","0","0","0","0","0","0","0","0","0","1","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0",
"7000000US42001000310","LATIMORE Voting District, Adams County, Pennsylvania","2069","2006","1942","6","4","9","1","44","63","61","5","15","4","0","34","0","1","0","1","0","0","0","1","0","0","1","0","0","0","0","0","0","1","0","0","0","0","0","0","0","0","0","0","0","0","0","1","1","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0",
"7000000US42001000320","LIBERTY Voting District, Adams County, Pennsylvania","1107","1067","1055","9","0","0","0","3","40","40","6","16","2","1","15","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0",
"7000000US42001000330","LITTLESTOWN WARD 01, Adams County, Pennsylvania","1875","1768","1697","37","3","9","0","22","107","103","12","50","4","0","31","0","0","0","4","0","0","2","0","0","0","3","3","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","1","0","0","0","1","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0",
"7000000US42001000340","LITTLESTOWN WARD 02, Adams County, Pennsylvania","1818","1755","1703","18","7","9","0","18","63","62","12","24","1","0","25","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","1","0","0","0","1","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0",
"7000000US42001000350","MCSHERRYSTOWN DISTRICT 01, Adams County, Pennsylvania","1388","1335","1222","30","1","14","1","67","53","52","6","13","2","0","30","0","0","0","0","0","0","0","0","1","0","1","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","1","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0",
"7000000US42001000360","MCSHERRYSTOWN DISTRICT 02, Adams County, Pennsylvania","967","910","856","13","1","7","0","33","57","57","12","14","1","4","26","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0",
"7000000US42001000370","MENALLEN Voting District, Adams County, Pennsylvania","2835","2647","2383","22","20","12","0","210","188","185","3","30","0","3","144","0","0","0","1","0","0","4","0","0","0","3","0","0","0","0","0","0","3","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0",
"7000000US42001000380","MOUNT JOY DISTRICT 01, Adams County, Pennsylvania","1497","1431","1374","21","0","19","1","16","66","66","1","24","1","0","37","0","3","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0",
"7000000US42001000385","MOUNT JOY DISTRICT 02, Adams County, Pennsylvania","1614","1546","1501","21","2","10","0","12","68","66","1","17","4","0","43","1","0","0","0","0","0","0","0","0","0","2","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","2","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0",
"7000000US42001000390","MOUNT PLEASANT DISTRICT 01, Adams County, Pennsylvania","2131","2050","1991","26","3","11","0","19","81","79","8","29","8","0","34","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","2","0","0","2","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0",
"7000000US42001000400","MOUNT PLEASANT DISTRICT 02, Adams County, Pennsylvania","1599","1500","1350","12","7","12","0","119","99","98","7","24","2","0","64","0","0","0","1","0","0","0","0","0","0","1","0","0","0","1","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0",
"7000000US42001000410","NEW OXFORD Voting District, Adams County, Pennsylvania","1389","1297","1205","10","8","9","0","65","92","90","13","9","6","0","60","0","0","0","2","0","0","0","0","0","0","1","0","0","0","0","0","0","0","0","0","1","0","0","0","0","0","0","0","0","0","0","1","0","0","1","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0",
"7000000US42001000425","OXFORD DISTRICT 01, Adams County, Pennsylvania","2571","2489","2316","20","6","28","0","119","82","78","4","23","3","0","47","0","0","0","0","0","0","1","0","0","0","2","0","0","0","0","0","0","2","0","0","0","0","0","0","0","0","0","0","0","0","0","2","0","0","2","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0",
"7000000US42001000427","OXFORD DISTRICT 02, Adams County, Pennsylvania","2225","2154","2076","26","4","5","0","43","71","68","8","13","4","0","39","0","0","0","1","0","0","0","2","1","0","3","0","0","0","1","0","0","1","0","0","1","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0",
"7000000US42001000432","READING DISTRICT 01, Adams County, Pennsylvania","1496","1432","1371","5","2","9","1","44","64","61","3","22","10","0","26","0","0","0","0","0","0","0","0","0","0","2","0","0","0","0","0","0","1","0","1","0","0","0","0","0","0","0","0","0","0","0","1","0","1","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0",
"7000000US42001000434","READING DISTRICT 02, Adams County, Pennsylvania","1482","1424","1317","7","5","7","1","87","58","54","3","22","4","0","25","0","0","0","0","0","0","0","0","0","0","4","0","0","0","0","0","0","4","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0",
"7000000US42001000436","READING DISTRICT 03, Adams County, Pennsylvania","1516","1474","1447","1","5","6","3","12","42","41","1","12","9","0","16","2","0","0","1","0","0","0","0","0","0","1","0","0","0","1","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0",
"7000000US42001000440","STRABAN DISTRICT 01, Adams County, Pennsylvania","1810","1753","1649","36","3","15","1","49","57","56","5","16","2","0","33","0","0","0","0","0","0","0","0","0","0","1","0","0","0","1","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0",
"7000000US42001000450","STRABAN DISTRICT 02, Adams County, Pennsylvania","2197","2105","1833","94","16","18","1","143","92","90","9","28","7","1","44","0","0","0","1","0","0","0","0","0","0","2","1","0","0","1","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0",
"7000000US42001000460","TYRONE Voting District, Adams County, Pennsylvania","1788","1709","1602","14","11","9","1","72","79","76","3","12","4","0","56","0","0","0","1","0","0","0","0","0","0","3","0","0","0","0","0","0","1","0","2","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0",
"7000000US42001000480","UNION Voting District, Adams County, Pennsylvania","2499","2413","2370","9","1","15","0","18","86","84","12","27","11","0","31","1","0","0","0","0","0","0","2","0","0","2","0","0","0","0","0","0","0","0","2","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0",
"7000000US42001000490","YORK SPRINGS Voting District, Adams County, Pennsylvania","496","427","286","7","0","3","0","131","69","68","5","2","0","0","60","1","0","0","0","0","0","0","0","0","0","1","0","0","1","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0",
"7000000US42003000010","ALEPPO Voting District, Allegheny County, Pennsylvania","1610","1573","1521","19","0","14","0","19","37","37","8","6","5","0","18","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0",
"7000000US42003000021","ASPINWALL DISTRICT 01, Allegheny County, Pennsylvania","824","791","748","14","0","24","0","5","33","32","5","6","9","0","10","0","0","0","1","0","0","0","0","1","0","1","0","0","0","0","1","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0",
"7000000US42003000031","ASPINWALL DISTRICT 02, Allegheny County, Pennsylvania","620","604","509","25","0","68","0","2","16","16","2","3","5","0","5","0","0","0","1","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0",
