"GEO_ID","NAME","P4_001N","P4_002N","P4_003N","P4_004N","P4_005N","P4_006N","P4_007N","P4_008N","P4_009N","P4_010N","P4_011N","P4_012N","P4_013N","P4_014N","P4_015N","P4_016N","P4_017N","P4_018N","P4_019N","P4_020N","P4_021N","P4_022N","P4_023N","P4_024N","P4_025N","P4_026N","P4_027N","P4_028N","P4_029N","P4_030N","P4_031N","P4_032N","P4_033N","P4_034N","P4_035N","P4_036N","P4_037N","P4_038N","P4_039N","P4_040N","P4_041N","P4_042N","P4_043N","P4_044N","P4_045N","P4_046N","P4_047N","P4_048N","P4_049N","P4_050N","P4_051N","P4_052N","P4_053N","P4_054N","P4_055N","P4_056N","P4_057N","P4_058N","P4_059N","P4_060N","P4_061N","P4_062N","P4_063N","P4_064N","P4_065N","P4_066N","P4_067N","P4_068N","P4_069N","P4_070N","P4_071N","P4_072N","P4_073N",
"7000000US42001000090","CONEWAGO DISTRICT 01, Adams County, Pennsylvania","2928","110","2818","2764","2706","31","1","18","2","6","54","54","8","30","6","0","7","2","0","0","1","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0",
"7000000US42001000100","CONEWAGO DISTRICT 02, Adams County, Pennsylvania","3264","73","3191","3131","3047","46","3","26","1","8","60","57","8","30","1","0","16","0","0","0","0","0","0","0","2","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","3","0","0","3","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0",
"7000000US42001000110","CUMBERLAND DISTRICT 01, Adams County, Pennsylvania","1701","113","1588","1532","1445","60","2","21","0","4","56","55","14","16","7","0","18","0","0","0","0","0","0","0","0","0","0","1","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","1","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0",
"7000000US42001000120","CUMBERLAND DISTRICT 02, Adams County, Pennsylvania","1171","10","1161","1135","1090","24","0","21","0","0","26","23","0","17","2","0","3","0","1","0","0","0","0","0","0","0","0","1","1","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","2","0","0","0","0","0","0","2","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0",
"7000000US42001000130","CUMBERLAND DISTRICT 03, Adams County, Pennsylvania","1609","80","1529","1478","1408","31","0","37","0","2","51","50","3","26","6","0","14","0","0","0","0","0","0","1","0","0","0","1","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","1","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0",
"7000000US42001000140","CUMBERLAND DISTRICT 04, Adams County, Pennsylvania","1319","33","1286","1258","1194","26","0","36","0","2","28","24","4","9","10","0","1","0","0","0","0","0","0","0","0","0","0","2","0","0","0","0","2","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","2","0","0","1","0","0","0","1","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0",
"7000000US42001000150","EAST BERLIN Voting District, Adams County, Pennsylvania","1181","34","1147","1129","1095","14","2","11","0","7","18","18","4","12","0","0","1","0","0","0","0","0","0","0","0","1","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0",
"7000000US42001000160","FAIRFIELD Voting District, Adams County, Pennsylvania","429","7","422","418","410","6","0","2","0","0","4","4","0","4","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0",
"7000000US42001000170","FRANKLIN DISTRICT 01, Adams County, Pennsylvania","1910","78","1832","1793","1756","18","3","15","0","1","39","38","5","18","2","0","12","0","0","0","0","0","0","0","0","1","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","1","0","0","1","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0",
"7000000US42001000180","FRANKLIN DISTRICT 02, Adams County, Pennsylvania","1917","95","1822","1762","1726","20","4","9","0","3","60","60","9","37","2","0","10","0","0","0","0","0","0","0","2","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0",
"7000000US42001000190","FREEDOM Voting District, Adams County, Pennsylvania","702","6","696","688","675","8","0","5","0","0","8","8","0","4","2","0","2","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0",
"7000000US42001000200","GERMANY Voting District, Adams County, Pennsylvania","2290","35","2255","2206","2177","12","0","11","0","6","49","49","4","23","3","1","16","2","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0",
"7000000US42001000210","GETTYSBURG WARD 01 PRECINCT 01, Adams County, Pennsylvania","1854","174","1680","1614","1451","106","1","49","0","7","66","61","22","19","10","0","6","3","0","0","1","0","0","0","0","0","0","3","1","0","1","0","0","0","0","1","0","0","0","0","0","0","0","0","0","0","0","0","1","0","0","1","0","0","0","0","0","0","0","0","0","0","0","0","1","0","1","0","0","0","0","0","0",
"7000000US42001000230","GETTYSBURG WARD 02, Adams County, Pennsylvania","2993","261","2732","2674","2321","150","25","166","2","10","58","53","12","25","3","1","4","6","0","0","1","0","0","0","1","0","0","4","0","0","1","2","0","0","0","0","0","0","0","1","0","0","0","0","0","0","0","0","1","0","0","0","1","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0",
"7000000US42001000240","GETTYSBURG WARD 03 PRECINCT 01, Adams County, Pennsylvania","1339","186","1153","1112","996","79","3","25","1","8","41","37","9","14","5","0","7","2","0","0","0","0","0","0","0","0","0","2","2","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","1","0","0","0","0","0","0","1","0","0","0","0","0","0","0","0","1","0","1","0","0","0","0","0","0",
"7000000US42001000260","HAMILTON Voting District, Adams County, Pennsylvania","2114","91","2023","2008","1983","9","3","13","0","0","15","14","2","5","5","0","1","1","0","0","0","0","0","0","0","0","0","1","0","0","1","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0",
"7000000US42001000270","HAMILTONBAN Voting District, Adams County, Pennsylvania","1891","34","1857","1810","1786","7","5","11","0","1","47","45","1","30","5","0","4","0","0","0","0","0","0","1","4","0","0","2","1","0","0","1","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0",
"7000000US42001000280","HIGHLAND Voting District, Adams County, Pennsylvania","809","11","798","777","759","3","4","3","0","8","21","21","0","11","7","0","3","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0",
"7000000US42001000290","HUNTINGTON DISTRICT 01, Adams County, Pennsylvania","1849","124","1725","1690","1661","5","1","16","0","7","35","31","2","17","6","0","5","0","0","0","0","0","0","0","0","1","0","4","4","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0",
"7000000US42001000310","LATIMORE Voting District, Adams County, Pennsylvania","2069","69","2000","1961","1929","6","3","9","0","14","39","39","5","15","3","0","14","0","1","0","0","0","0","0","1","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0",
"7000000US42001000320","LIBERTY Voting District, Adams County, Pennsylvania","1107","6","1101","1062","1052","8","0","0","0","2","39","39","6","16","2","1","14","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0",
"7000000US42001000330","LITTLESTOWN WARD 01, Adams County, Pennsylvania","1875","53","1822","1739","1683","37","3","9","0","7","83","79","11","50","4","0","11","0","0","0","3","0","0","0","0","0","0","3","3","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","1","0","0","0","1","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0",
"7000000US42001000340","LITTLESTOWN WARD 02, Adams County, Pennsylvania","1818","53","1765","1720","1682","18","7","9","0","4","45","44","12","24","1","0","7","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","1","0","0","0","1","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0",
"7000000US42001000350","MCSHERRYSTOWN DISTRICT 01, Adams County, Pennsylvania","1388","115","1273","1246","1197","27","1","14","1","6","27","26","6","13","2","0","4","0","0","0","0","0","0","0","0","1","0","1","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","1","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0",
"7000000US42001000360","MCSHERRYSTOWN DISTRICT 02, Adams County, Pennsylvania","967","54","913","875","850","13","1","7","0","4","38","38","12","14","1","4","7","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0",
"7000000US42001000370","MENALLEN Voting District, Adams County, Pennsylvania","2835","381","2454","2404","2343","20","13","12","0","16","50","50","3","30","0","3","13","0","0","0","1","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0",
"7000000US42001000380","MOUNT JOY DISTRICT 01, Adams County, Pennsylvania","1497","45","1452","1407","1367","20","0","19","0","1","45","45","0","24","1","0","17","0","3","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0",
"7000000US42001000385","MOUNT JOY DISTRICT 02, Adams County, Pennsylvania","1614","39","1575","1532","1496","20","2","10","0","4","43","43","0","17","4","0","21","1","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0",
"7000000US42001000390","MOUNT PLEASANT DISTRICT 01, Adams County, Pennsylvania","2131","51","2080","2026","1981","26","3","11","0","5","54","54","7","29","8","0","10","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0",
"7000000US42001000400","MOUNT PLEASANT DISTRICT 02, Adams County, Pennsylvania","1599","212","1387","1350","1328","10","0","12","0","0","37","36","5","24","2","0","5","0","0","0","0","0","0","0","0","0","0","1","0","0","0","1","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0",
"7000000US42001000410","NEW OXFORD Voting District, Adams County, Pennsylvania","1389","183","1206","1174","1152","10","2","8","0","2","32","32","13","9","6","0","4","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0",
"7000000US42001000425","OXFORD DISTRICT 01, Adams County, Pennsylvania","2571","216","2355","2321","2271","20","2","28","0","0","34","34","4","21","3","0","5","0","0","0","0","0","0","1","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0",
"7000000US42001000427","OXFORD DISTRICT 02, Adams County, Pennsylvania","2225","101","2124","2094","2058","26","2","5","0","3","30","29","7","11","4","0","5","0","0","0","0","0","0","0","2","0","0","1","0","0","0","1","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0",
"7000000US42001000432","READING DISTRICT 01, Adams County, Pennsylvania","1496","76","1420","1381","1361","5","2","9","1","3","39","39","1","22","10","0","6","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0",
"7000000US42001000434","READING DISTRICT 02, Adams County, Pennsylvania","1482","134","1348","1314","1291","6","0","7","1","9","34","34","2","22","4","0","6","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0",
"7000000US42001000436","READING DISTRICT 03, Adams County, Pennsylvania","1516","29","1487","1454","1437","1","5","6","3","2","33","32","1","12","9","0","7","2","0","0","1","0","0","0","0","0","0","1","0","0","0","1","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0",
"7000000US42001000440","STRABAN DISTRICT 01, Adams County, Pennsylvania","1810","85","1725","1689","1636","36","0","15","1","1","36","35","5","16","2","0","12","0","0","0","0","0","0","0","0","0","0","1","0","0","0","1","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0",
